IPCC_annex;C_group_IM24_sh;Country_code_A3;Name;Substance;Y_1970;Y_1971;Y_1972;Y_1973;Y_1974;Y_1975;Y_1976;Y_1977;Y_1978;Y_1979;Y_1980;Y_1981;Y_1982;Y_1983;Y_1984;Y_1985;Y_1986;Y_1987;Y_1988;Y_1989;Y_1990;Y_1991;Y_1992;Y_1993;Y_1994;Y_1995;Y_1996;Y_1997;Y_1998;Y_1999;Y_2000;Y_2001;Y_2002;Y_2003;Y_2004;Y_2005;Y_2006;Y_2007;Y_2008;Y_2009;Y_2010;Y_2011;Y_2012;Y_2013;Y_2014;Y_2015;Y_2016;Y_2017;Y_2018;Y_2019;Y_2020;Y_2021;Y_2022;Y_2023
Non-Annex_I;Southeastern Asia;KHM;Cambodia;CO2;213,1943162;216,1177778;232,3989764;283,3668333;321,4185182;271,9881506;268,4272398;280,9216828;258,9489024;271,6357956;291,4541733;303,2969614;327,9183019;367,2428273;367,8861044;406,047648;353,7074308;400,8811359;432,2626701;417,6534341;432,3025383;476,8634503;522,8929334;530,297522;545,1889095;1500,873479;1666,206823;1779,040582;1993,690781;1942,130913;2000,925883;2187,1565;2247,490768;2417,63333;2419,093702;2700,840711;3007,34029;3696,547671;4096,650297;4873,597635;5157,947631;5363,293334;5630,270088;5691,512015;7028,671101;8513,985009;10591,05868;11848,73007;12335,87503;15855,06024;16599,81964;16777,45647;17354,50319;17970,08245
Non-Annex_I;Oceania;KIR;Kiribati;CO2;18,84048483;18,84248168;20,08935714;24,16180841;29,64608691;24,49262711;24,13291416;25,48061463;25,28643895;27,17066647;29,25595979;28,9555288;28,52478398;28,20654811;12,66427332;13,99987641;12,52577332;16,73388667;16,87222049;16,26115656;16,82869296;17,63526665;19,16506968;19,42733135;19,96637336;18,13110162;18,33033767;18,88801645;19,4361819;19,43367175;32,86087959;29,5460089;43,73033688;44,73165009;46,42672765;61,61633556;66,16518239;61,62440622;68,62438717;58,04245965;61,06283155;56,9815518;55,82202309;60,09816309;60,65136784;62,29758479;67,82401231;78,87189437;80,62523482;83,77074697;85,12439951;89,25786934;94,21526319;97,44355576
Non-Annex_I;Rest Central America;KNA;Saint Kitts and Nevis;CO2;14,69554516;14,68193792;17,86761074;18,02540174;16,06621447;19,43842817;17,62734412;19,45518725;19,45762776;19,2428106;19,02268155;18,66220557;17,44792992;17,09843624;19,00525336;19,06968031;16,99684701;18,05396397;20,67169675;21,19485397;20,69598836;27,66415558;27,84465695;33,57381793;39,8806664;33,61786888;38,88375639;39,91890674;40,86847465;41,40295345;49,51617817;50,45680158;57,52287442;59,94188511;65,16011976;60,65886539;69,1446823;76,39895841;80,34407897;90,4136952;98,64420408;77,67431743;79,72120621;90,89822396;97,18626401;101,7569477;111,4052216;103,861083;108,7464493;124,9323295;101,4284202;112,2011952;112,6611373;118,7823581
Non-Annex_I;Korea;KOR;Korea, Republic of;CO2;62022,01987;62681,03598;64567,8898;79579,86281;83699,75728;90772,13653;101465,5017;115553,4895;122194,346;138969,6024;141426,114;147365,4002;147223,2379;160324,9528;180462,7763;188902,9017;196749,9195;202534,0019;228654,3468;240745,6394;272123,6693;299114,1524;318931,5496;346425,8868;373335,2307;404741,8294;431615,2302;455512,4761;389426,0553;424385,3096;474157,9347;482492,5158;491270,9756;495496,7813;515702,4983;515395,4189;521908,2621;532991,8471;543316,7431;551367,1782;598127,7172;628904,8698;632147,0818;628874,9478;623523,208;642690,5827;659885,5677;667861,2997;670562,7108;651121,8148;614201,6622;631071,2499;587817,6264;573535,6594
Non-Annex_I;Middle_East;KWT;Kuwait;CO2;38633,2808;40995,39107;41642,9491;37274,15014;30349,85696;25964,75312;26591,54867;26201,81586;30211,52718;34695,51781;32471,37413;30739,85358;32835,41018;35444,92518;36118,93268;40837,33341;43942,26649;47208,07224;56730,61021;66270,26889;32407,64707;38497,4412;26962,81786;34276,84682;40733,11219;40311,89356;39645,94938;41748,18156;46326,58921;49889,07691;54477,2668;57505,34805;60081,91422;63174,68056;67229,25899;75428,8332;78070,04365;76311,41121;81727,74824;83519,30062;86498,29878;89874,20242;90772,04693;93173,68919;91273,09359;94685,856;97235,28909;96200,3369;97998,61992;98821,98368;98610,3361;106144,0519;109397,3139;111633,539
Non-Annex_I;Southeastern Asia;LAO;Lao People's Democratic Republic;CO2;288,3147697;288,5531026;307,4552311;368,7578189;451,2252828;374,0910951;368,8376016;389,1715393;386,3411092;414,7493208;446,2286245;182,5187979;165,9993571;178,5711995;148,2641775;177,0991183;190,6555521;215,967793;218,1059326;237,3104415;257,5877428;314,9770013;347,3816988;366,1385374;403,7972978;396,5093026;465,236354;514,2303682;551,3211755;534,6566865;934,4866624;1029,056468;1154,445899;1200,038446;1257,97201;1302,554977;1708,601263;1805,980013;2109,451533;2640,721843;2961,442611;3126,175043;3335,711391;3944,224424;4387,349726;8927,411611;15870,8821;19244,07554;19862,0784;19369,9184;19437,78385;23816,59411;24550,91086;26020,83544
Non-Annex_I;Middle_East;LBN;Lebanon;CO2;5430,333527;5502,765437;6011,555289;7411,696293;7530,891741;6709,61109;6300,213259;5475,698137;6626,373915;7449,230367;7533,28104;7623,071092;5614,143737;5989,016848;6119,620426;7122,39228;7520,552292;7690,510237;5932,063544;5973,160531;5973,177884;7409,309792;7959,085953;11402,33031;12526,20386;14522,00556;15079,99497;16559,79369;16443,5679;16944,57567;15306,4978;16516,43608;16463,8471;16468,65464;16688,31605;16573,83598;16132,08624;14946,13113;18310,23407;21557,68546;20657,21093;20980,2019;23434,9044;23102,5724;24967,45023;26903,35696;27863,75177;29294,70541;27491,76361;27002,28399;21818,71627;16859,12358;16871,182;17332,05484
Non-Annex_I;Western_Africa;LBR;Liberia;CO2;971,5973298;966,0268146;967,9590206;998,9768123;1073,434799;1115,625775;1161,577599;1200,272291;1231,604202;1437,139852;1375,810641;1217,456154;1116,980412;1230,490174;1092,629018;1096,573988;853,0536061;892,9278131;1072,840851;800,0018984;374,6614183;256,5890932;230,622029;247,0883943;246,4267167;253,2706219;275,3012482;272,3557732;289,2882146;300,1240026;402,4350679;457,53605;463,1119392;500,2397394;544,9491965;681,9000207;723,47772;668,1246362;562,9957451;523,9800217;798,0013184;893,4389058;990,2902106;918,5241818;1185,333422;1223,410464;1372,862188;1207,447479;1375,672613;1452,538495;1546,633256;1617,262689;1680,01558;1636,886782
Non-Annex_I;Northern_Africa;LBY;Libyan Arab Jamahiriya;CO2;39561,80622;27650,48828;20710,04092;19376,59645;12994,17678;16239,39444;20919,62747;22608,0394;24286,68137;27130,04776;28061,01333;25074,95377;28131,51706;26547,18183;27020,28114;25196,74793;28622,34826;28045,96417;29499,02593;28782,5406;32639,19438;32859,52014;34263,05081;36489,80889;42476,11614;48140,80654;50619,16478;46873,25792;46415,25571;47753,07099;49283,88007;48747,97056;49895,45506;53787,09746;53226,78765;57722,38194;57474,3355;53743,66715;57141,07388;60264,07757;63667,63655;44235,17994;62854,1888;62607,56853;61798,76823;54690,70995;51326,71501;55515,83015;57399,26136;57818,51808;45816,66241;56004,04537;57046,60173;61258,59526
Non-Annex_I;Rest Central America;LCA;Saint Lucia;CO2;29,49589861;29,47746225;35,85394853;36,17334626;32,26005958;39,0094059;35,39544328;39,05955849;39,07455495;38,65490003;38,22294492;28,25757502;35,09190821;30,16443762;33,5109717;43,09304071;44,96878284;51,78440953;70,66187939;72,4509794;70,75850697;71,07018753;71,55107767;69,77142894;84,23684667;82,80065596;82,12245768;84,33367668;86,3374261;87,46699349;96,47960727;103,3554404;97,22570566;113,1871736;109,6064213;115,1374479;127,7823348;138,2033087;149,3646809;161,0435108;182,0344804;140,9200375;145,6489964;166,4725359;177,5143994;182,1150323;196,071013;196,0206027;187,128568;311,9957039;253,1760679;280,0492659;281,2419964;296,5594078
Non-Annex_I;India +;LKA;Sri Lanka;CO2;3119,76301;3149,968505;3782,097314;3944,844179;3396,496637;2986,060071;3053,0967;3295,045277;3892,482916;4209,179306;4206,840195;4335,137308;4935,340582;5037,816422;4417,899939;4018,762401;3976,062266;4559,293533;4389,251607;4174,697033;4237,30464;4423,768798;5510,083085;5394,2851;6221,210209;6241,478686;8808,796825;8786,047499;9073,034068;10026,14032;11464,84039;11372,28868;11896,85778;12857,27376;13276,83157;14428,14151;13192,47947;14122,44958;13303,1689;12775,88625;13516,80659;15906,54705;17892,888;14835,62401;17879,12237;19708,26439;23483,87597;23407,86432;21979,89292;23971,40063;22159,38699;22723,08512;19980,18203;20517,99691
Non-Annex_I;Southern_Africa;LSO;Lesotho;CO2;73,62941028;73,68058285;73,36799422;75,90122332;81,81404755;84,95075504;88,03949547;91,14158412;92,64021489;106,6586704;104,799357;100,4804924;93,50157389;102,2232614;98,8428057;108,0732578;117,4811844;164,671284;104,9483494;139,8074019;108,6586348;135,3743123;115,2264502;111,3752763;121,3650102;124,633632;129,2390676;129,2965598;126,6144581;130,3324933;353,7198263;362,7961039;383,1704131;388,7904386;406,8063736;408,3838628;418,4817281;534,7477725;438,4703323;513,6603188;524,7958303;549,2754542;584,5467851;588,7858239;600,7882851;591,5527524;651,154359;704,3053355;689,8904731;738,8337598;775,9176362;789,3654884;851,8288309;878,3126638
Annex_I;Central Europe;LTU;Lithuania;CO2;19927,6885;19992,98655;21306,05094;22894,74006;24488,87408;26106,40453;27261,38589;28227,43399;29333,8879;30321,37308;31584,13641;31910,51179;32023,03542;32185,36517;32774,50572;32741,11242;33269,35593;33615,42515;33596,62167;33117,60014;35121,83736;36975,94996;20887,50748;16217,28464;15733,65946;15116,15444;15596,39853;15065,72913;15923,87312;13330,93338;11655,89384;12390,52036;12469,77935;12491,51155;13064,74128;13956,76465;14192,75864;15565,36707;15828,30485;13207,4334;14039,04708;14318,00437;14488,30537;13361,42678;13208,7077;13657,58059;13516,49456;13960,85186;14015,94346;14293,89633;14251,23063;14329,01879;13150,13622;13114,62075
Annex_I;OECD_Europe;LUX;Luxembourg;CO2;19680,12287;18282,16999;17911,92771;19344,83532;17808,67142;14089,84836;15022,87329;14287,97126;15472,69862;14653,9404;13672,11468;11682,59378;10924,26395;10150,55524;11193,41661;11316,10147;11047,63927;10445,16415;10915,93018;11715,82081;11978,42336;12458,92142;12172,67481;12395,17428;11472,05807;9078,333318;9147,783371;8548,370649;7806,186414;8166,054567;8800,669796;9334,101963;10032,14627;10454,13724;11880,17014;12114,13656;11941,99125;11341,54879;11212,47012;10609,70592;11213,2608;11089,92965;10867,62801;10323,39113;9819,789286;9309,285336;9041,289163;9188,186738;9468,765026;9618,586772;7945,875815;8325,164121;7262,959989;7007,462613
Annex_I;Central Europe;LVA;Latvia;CO2;11339,69401;11354,42042;12078,61675;13031,08294;13943,50498;14923,23184;15546,7959;16029,8183;16677,06492;17187,9913;17853,33118;18058,84913;18438,27178;18658,81393;18729,3584;18770,99543;19124,03328;19375,89711;19333,91466;18984,88787;19618,32851;17990,40944;14304,31452;12050,11516;10486,42857;9234,577953;9249,788087;8813,848426;8416,757992;7865,499149;7229,76775;7667,162947;7664,435236;7914,267894;7956,767958;8028,875731;8538,080601;8912,11127;8477,226962;7750,738498;8878,573171;8231,763325;8025,566367;7777,483708;7571,765161;7646,089254;7478,487075;7430,29479;8105,916546;7854,371449;7222,79337;7427,127754;6657,923881;6551,100159
Non-Annex_I;China +;MAC;Macao;CO2;303,7636247;303,7717432;323,7001838;388,8208103;476,5320868;394,0427274;388,2508524;409,7750989;406,6297664;436,7436323;470,082812;450,8361618;472,5330777;649,7225873;630,386427;572,3309998;710,1167231;876,0810714;855,6294625;877,2650107;950,6289433;969,335637;1098,480632;1223,249554;1338,050504;1214,431219;1409,717095;1497,485371;1650,466044;1743,604982;1478,06303;1580,82578;1733,857799;1755,678594;2034,165628;2046,906102;2033,80237;1927,274864;1597,365615;1693,588417;1720,10736;1688,796246;1742,869136;1815,070983;2088,960231;2758,795283;2625,711657;3192,458592;2505,521751;2705,993066;2870,467446;2803,733988;2920,34245;3012,355265
Non-Annex_I;Northern_Africa;MAR;Morocco;CO2;6930,3918;6953,976672;7759,484064;9154,005339;10110,59394;10846,67213;11903,36;13129,21002;14034,99977;15219,19777;15679,79869;15778,94912;16502,24954;17353,39352;17524,55912;18251,72327;18745,4523;19200,56861;20236,18628;21863,51252;22452,62827;23536,74284;25215,39905;25971,32876;28118,45935;29262,07078;28911,28677;30452,59894;31195,01336;32840,40287;33556,54904;36981,35739;38261,36505;38089,21333;42812,38595;44643,9674;45367,01153;46004,84497;49456,53459;48940,06304;52026,70521;56263,44765;58534,62724;58477,29267;59447,53774;61130,85027;60995,98176;63846,56189;65182,69449;71853,91255;67566,37671;73126,42795;70296,93575;69858,022
Non-Annex_I;Ukraine +;MDA;Moldova, Republic of;CO2;19290,10015;19307,06947;20423,17167;21753,91257;22970,68312;24646,83763;25477,37926;26067,60029;27057,3822;27717,49843;28836,34344;28774,30074;29090,27875;29314,77694;29559,15605;29770,54971;30601,85766;31329,11292;31539,81085;31362,35538;31817,40175;25652,2827;20407,35363;17362,68006;14082,67466;12259,38292;10560,23129;9630,555061;8785,499115;7449,588575;6892,462473;7178,56405;7306,434323;7867,824207;7888,494538;8328,449614;8109,258931;8022,752287;7924,331378;7805,446782;8502,14109;8532,076675;8350,281374;7491,488127;8038,137338;8296,225455;8420,070536;8302,404254;8858,759467;9106,355141;8844,809485;9647,008364;9457,079309;9928,220045
Non-Annex_I;Eastern_Africa;MDG;Madagascar;CO2;768,4129384;769,5038725;788,3483182;729,4457335;720,0965645;800,3513414;744,8997158;767,7506;837,2365452;903,1600038;997,2724487;800,9225112;740,3567768;670,2243374;863,3106547;788,5185071;745,1373388;808,5638317;746,8080113;775,2807217;907,7638542;970,4693607;982,9820532;1019,038262;1255,254344;1414,631942;1358,861124;1490,939761;1664,383861;1707,505273;1694,064519;1710,310659;1165,996289;1549,420761;1675,866805;1788,016819;1714,324423;1803,257634;1869,86677;1775,757949;1968,099453;2294,08641;2850,267931;3049,045428;3133,198236;3417,888424;3250,748328;3552,069874;3376,529958;4000,297967;3108,309955;4082,11803;3989,893768;4099,124436
Non-Annex_I;India +;MDV;Maldives;CO2;9,856831624;9,894701335;10,55585708;12,63357811;15,41901696;12,88716669;12,75202823;13,47058813;13,42003055;14,41089669;15,50796433;15,40670872;15,24591987;15,1436208;51,26803778;56,66011406;56,73602112;64,47743395;78,78470727;75,96741996;95,21756717;98,75604881;108,4255496;128,1489592;275,4171611;338,6808017;344,8658528;307,1112915;347,6875033;347,6201456;635,8262859;562,2088607;681,0399042;577,4387696;738,813167;684,6620513;836,3829993;877,8147085;955,8091151;984,1246714;1053,645842;1144,194734;1442,11324;1621,221904;2192,929116;1588,252079;1733,706672;1835,241267;2129,811289;2470,794464;2512,07352;2634,1571;2780,800081;2876,314087
Non-Annex_I;Mexico;MEX;Mexico;CO2;120891,2396;121291,0731;133378,8038;143501,2442;158312,4205;166615,0422;177769,4008;183822,4401;206051,5908;217958,9319;241034,3161;259208,8852;277725,1708;261405,9244;265126,6422;274354,5154;269973,5467;281359,8307;280008,3384;293298,6975;289656,5162;307466,3469;311172,0719;320336,9215;346149,188;326239,3544;341884,896;360698,2901;383977,8985;373069,0781;396713,8441;394760,1458;400932,4865;420691,9533;430437,7014;447289,1381;463911,8409;470842,0851;472265,7569;461546,2938;476923,3096;486518,9793;506225,7802;494012,642;480815,9619;490300,5238;496334,8941;500557,1177;476057,005;485264,6813;427815,0865;452878,6217;465944,4428;487093,9365
Non-Annex_I;Oceania;MHL;Marshall Islands;CO2;0,001803658;0,001885;0,001975183;0,002072439;0,002168811;0,002261646;0,002348292;0,00242875;0,002511859;0,002601158;0,002703719;0,002819542;0,002946859;0,003084786;0,003233323;0,003389816;0,003554268;0,00372756;0,003895548;0,004051158;0,004182011;0,004286341;0,004365914;0,004425152;0,004472011;0,00451003;0,004544511;0,004570152;0,004591371;0,004604633;0,004611707;0,004613475;0,004611707;0,00460817;0,004603749;0,004601981;0,004604633;0,122508924;0,345772441;0,541882353;0,454832798;0,368434334;0,282036864;0,183716062;0,091202913;0,004685975;0,004692164;0,004696585;0,004701005;0,004705426;0,004708963;0,004711615;0,004715152;0,004721341
Non-Annex_I;Central Europe;MKD;Macedonia, the former Yugoslav Republic of;CO2;9101,273488;8536,494654;8614,522777;9978,333716;10252,37254;8190,077088;8614,553401;8884,824471;8598,670335;9762,624988;8957,921031;9700,237745;8320,913146;7744,836684;9075,68971;9629,144558;9915,884906;9536,281176;9678,430969;9951,998755;11189,89464;9898,261528;8804,108642;9040,928661;8770,808192;8716,359158;10273,40054;9251,251516;10167,10746;9366,255209;9037,214859;9221,176586;8689,810359;9441,839964;9200,934126;9662,889714;9647,042597;10361,08314;10142,19081;9121,312871;9175,02174;10243,83316;9620,196542;8796,576849;8351,438375;7937,51978;7624,784089;7985,403037;7547,963226;8683,448004;7586,001828;7653,754601;8384,017493;8763,655053
Non-Annex_I;Western_Africa;MLI;Mali;CO2;246,9035606;245,6358241;248,0006327;258,7969592;273,2875921;286,4172869;290,6166032;298,4978418;302,6390269;341,4909873;332,4927638;423,7285438;302,0947977;325,1962563;317,4388829;342,6436042;275,6720178;435,8324022;238,9344457;402,7305878;318,5535004;396,7091972;362,3380946;353,3593378;352,9429376;362,4317406;395,4525833;395,5799072;409,3436317;421,2077646;802,432452;828,1684485;868,1896569;889,8098062;913,7463651;945,8383919;1145,623189;1349,535312;1568,471501;2012,876354;1996,365777;2185,549912;2302,843538;2773,295101;2918,317411;3504,26985;4540,162142;5066,859783;5427,299518;6245,321964;6478,709845;6598,642045;6845,114547;6660,68125
Annex_I;Central Europe;MLT;Malta;CO2;682,873314;682,8746144;856,0947772;822,1991165;752,8461829;677,7373293;764,7104685;808,9268184;942,3806483;918,718145;1020,834426;1155,593704;1322,935916;980,7846548;1338,033965;1169,074836;1883,442603;1974,489424;2147,519326;2328,167796;2321,800387;2217,869875;2175,710795;2812,932613;2515,073584;2385,700446;2331,061626;2476,793481;2383,664138;2417,583274;2134,785504;2494,789984;2324,105226;2613,413855;2606,715275;2634,717869;2659,904749;2723,923506;2732,521586;2518,406351;2595,201041;2582,334012;2724,874193;2382,566234;2369,25754;1672,086829;1365,344097;1558,072584;1567,281501;1672,92777;1620,326743;1627,306754;1759,531584;1684,619297
Non-Annex_I;Southeastern Asia;MMR;Myanmar;CO2;4726,422418;4749,622205;4639,696229;3680,655118;4256,196423;4172,189169;4465,267259;4787,384026;4963,808848;5169,735488;5467,895874;5418,903879;5611,23557;5438,801228;5951,316532;6277,268338;6580,098979;4975,442904;4681,118683;4710,147117;4432,417455;4291,209281;4549,454701;5087,237541;6099,893469;7399,811415;7781,354874;7746,490486;8425,130745;9244,348772;10041,36728;8774,005762;8843,577522;10957,47741;10629,98864;11240,58721;10451,72985;10916,68655;8354,624325;7784,325489;8628,751285;9172,837515;12557,31384;14220,42221;17739,28549;19735,1421;22967,34332;33734,87565;33501,87625;34372,01342;34706,14729;31826,19568;32392,54944;33368,36845
Non-Annex_I;China +;MNG;Mongolia;CO2;5580,577866;5579,68384;5132,029502;5516,703431;6135,646328;6312,149202;6510,283514;7417,782834;8002,023679;8509,882888;9342,19743;8753,918385;9437,024452;9686,466247;10321,76963;11927,76989;13061,93899;13869,3024;14706,75947;13966,47791;13147,79657;14858,17487;12957,25351;11937,16762;10406,20199;10343,76952;8742,709474;8569,257973;8596,187008;8653,819502;9041,855275;9012,194108;9658,007708;9362,346675;9576,950529;11128,97914;12717,24027;13210,26421;13205,87256;13928,52591;14905,5432;16235,85191;17658,8085;19177,90162;19528,55814;18023,58252;19113,94183;21071,89906;22952,70343;25331,00173;22510,44192;24848,45833;25890,48054;28117,11833
Non-Annex_I;Oceania;MNP;Northern Mariana Islands;CO2;0,001160884;0,001199786;0,001241341;0,001281128;0,001313841;0,001336829;0,001346555;0,001349207;0,001358933;0,001402256;0,001495975;0,001645396;0,001844329;0,002078628;0,002326189;0,002571981;0,002811585;0,003048536;0,003283719;0,003519786;0,003761158;0,004000762;0,004236829;0,00447378;0,004719572;0,004975975;0,005248292;0,005528566;0,005789389;0,005990975;0,006108566;0,00613509;0,006079389;0,005960914;0,005805304;0,005636432;0,005454298;0,005262438;0,005077652;0,004922042;0,004812408;0,004755822;0,004749633;0,004777926;0,00481506;0,004846889;0,004865456;0,004875182;0,004880487;0,004884908;0,004893749;0,004904359;0,004917621;0,004930883
Non-Annex_I;Southern_Africa;MOZ;Mozambique;CO2;3158,0824;3170,461623;2915,580376;3102,841418;2930,243819;2530,602705;2568,162866;2496,298574;2179,154857;2058,760603;2489,709704;2192,72027;2021,870907;1843,658714;1553,599731;1576,186313;1541,001438;1540,194897;1548,243865;1531,225877;1161,748084;974,2123932;1161,307098;1351,03042;1145,072751;1257,372145;1213,286512;1341,37846;1296,272832;1289,849493;1570,842074;1896,394045;1987,139972;2525,350293;2780,054853;2665,51371;2826,751092;3243,599776;3149,015061;3402,623359;3606,397263;4249,281935;4701,422081;5116,865267;5790,260002;6457,654923;8331,260792;8311,52848;8054,178064;8627,430826;7979,875105;9288,495705;10028,17097;9740,080311
Non-Annex_I;Western_Africa;MRT;Mauritania;CO2;333,1314346;334,6506361;336,8100924;349,1705918;374,171376;389,8196043;402,2997785;415,5404629;423,0360789;479,2324255;476,4073879;439,3068193;410,7096879;445,8420675;623,3192221;618,6393547;386,6709973;706,0703014;835,9133504;888,9916688;706,1352803;891,85468;2281,21041;2260,096558;2349,268961;2443,544418;2423,986982;2398,69686;2441,376468;2486,958946;1066,730122;1163,643262;1292,677323;1352,524236;1486,042986;1539,866139;1704,305853;1877,687463;2111,49925;2102,724988;2115,509302;2284,166738;2557,661108;2341,390018;2689,422323;2736,666403;2602,603268;3737,806557;3931,349095;4319,260963;4508,808313;4591,54417;4779,603519;4650,269249
Non-Annex_I;Rest Central America;MSR;Montserrat;CO2;3,650322562;3,647283484;4,443854814;4,483299347;3,993542921;4,836674698;4,384071975;4,841372386;4,842308632;4,788927553;4,734071065;4,644032241;4,34053924;4,253143629;4,729849215;9,475547029;4,038996667;5,398640649;5,813703233;5,974431197;6,864844407;12,57156398;12,65709809;12,33726614;12,5692578;17,93011222;17,78256998;18,25832479;18,69189636;18,93544393;7,49920384;7,328686653;11,07687474;11,51831385;11,29410571;11,54283188;12,73052213;15,03198059;21,22048316;18,94759407;27,70844967;14,63745473;14,52532379;20,8241821;20,60062485;23,65057519;14,30961707;12,0835086;13,66690302;15,70323943;12,75726199;14,11203227;14,16968408;14,93963661
Non-Annex_I;Rest Central America;MTQ;Martinique;CO2;213,0997054;215,5668294;256,1007942;259,9714205;238,1666249;275,744851;257,4027625;281,0571061;284,4780454;283,6772735;297,6303316;297,0973682;296,0610425;286,8299145;275,4147143;319,1633341;345,7662156;402,6039311;505,1699746;669,445658;720,6921205;625,8087831;661,0705727;823,3754357;828,8209842;823,800733;814,820925;844,3048662;855,2946376;864,186419;672,5028526;672,971426;713,0905628;727,1252121;714,9804701;715,6450757;778,5047979;833,782502;849,3321341;928,5906358;998,0540905;1038,806998;1038,59211;1040,20745;1040,562362;1042,446427;1041,670952;1041,68761;1041,118028;1040,555581;777,632538;916,1424899;1039,797621;1091,369448
Non-Annex_I;Eastern_Africa;MUS;Mauritius;CO2;305,683714;305,8085022;334,9835449;373,2892501;442,4680077;460,9243072;509,20895;590,9995476;618,9561375;623,0870437;581,6239244;601,2562207;553,617722;629,7759483;676,7302837;635,4378415;787,2236233;832,5128899;921,9480556;1039,365315;1186,074715;1270,53239;1342,289504;1479,953081;1524,35191;1561,370891;1635,70697;1642,578523;1801,749644;2208,425124;2442,550372;2582,811235;2636,396538;2760,518183;2784,052617;2978,341591;3321,305742;3413,406142;3486,916538;3437,228933;3674,687609;3655,55713;3742,760691;3858,185581;3989,862141;4001,475718;4075,799192;4215,48479;4181,972655;4212,363223;3754,703596;3993,916726;4049,089675;4213,585393
Non-Annex_I;Southern_Africa;MWI;Malawi;CO2;345,6120905;342,2549465;365,6246509;391,9407475;410,8529285;468,59497;447,9168061;447,5166304;454,7849634;457,5072437;513,2805273;502,0516022;429,4778539;389,0695819;359,3948763;376,9883019;364,2069683;484,2804671;428,352013;487,3382228;1536,077893;1764,459136;1929,344769;1956,673743;2038,543233;2085,702673;2229,230016;2515,089453;2667,249467;2736,965273;3103,733493;3162,464438;3126,894672;3151,808262;3146,463481;3568,701838;3793,175283;4077,544902;4286,680437;4159,09547;4488,709412;5746,58133;5693,545268;5032,585746;4971,621103;4899,679264;4894,489388;5383,269963;5522,836135;5585,07357;5249,320286;6227,120279;5947,754622;6447,680153
Non-Annex_I;Southeastern Asia;MYS;Malaysia;CO2;26882,56628;27277,84249;14321,77065;14810,26871;17852,51073;19243,58071;21242,53291;21105,9078;27187,64091;31205,9032;32391,64985;33089,10147;35791,7699;41046,6166;43161,47145;42714,45062;43959,92122;44795,23921;47909,76024;56628,3189;64422,28177;75303,41329;79284,35381;79498,3339;87564,48414;90938,54389;103430,2196;113257,8272;110667,2579;119694,5615;130779,6343;138407,5776;146555,3956;156575,9782;169624,8141;181151,7295;187770,7772;204940,4167;216178,1574;197981,0826;215574,5557;218328,6622;219878,4443;237245,7273;251464,6148;252928,5792;247568,3346;237864,5188;254361,1883;255207,0861;253393,3846;258914,4022;274342,4453;283323,5299
Non-Annex_I;Eastern_Africa;MYT;Mayotte;CO2;0,00092135;0,000959979;0,001001847;0,001045709;0,00108982;0,001133682;0,0011758;0,001218665;0,001263524;0,001314364;0,001374175;0,001443208;0,001521213;0,001607192;0,001699651;0,001796845;0,001898775;0,00200494;0,002117087;0,002235714;0,002362316;0,002496145;0,00263745;0,002782493;0,002927537;0,003069839;0,003208902;0,003344973;0,003478553;0,003612133;0,00374646;0,003881784;0,004017607;0,004155174;0,004294984;0,004438532;0,004586566;0,004737591;0,004891606;0,005046618;0,00520163;0,005356393;0,005510658;0,005665919;0,005822427;0,005981676;0,006142918;0,006306154;0,006471883;0,006638608;0,00680633;0,0069748;0,007144765;0,007315727
Non-Annex_I;Southern_Africa;NAM;Namibia;CO2;739,8497947;740,209417;732,4295271;757,6459417;814,714127;838,7951551;867,2343426;897,4283468;910,2634058;1049,760947;1031,064136;986,9838322;915,727288;999,5372991;963,2414441;1056,988888;1156,312601;1769,871106;1803,95082;1591,426209;1246,098709;1128,550043;1227,886986;1424,107544;1644,568794;1782,373189;1953,771775;2021,205482;2085,994105;1984,884417;1948,519402;2465,829647;2137,803559;2294,385588;2431,865939;2591,858807;2555,799842;2630,222003;3011,19259;3081,68315;3184,069544;3372,635472;3550,398357;3791,35966;3935,82503;4134,456575;4258,317417;4185,306887;4214,429643;4236,435739;3877,10984;3954,077559;4254,758093;4364,58915
Non-Annex_I;Oceania;NCL;New Caledonia;CO2;1047,348067;1047,387273;1123,160016;1329,216683;1616,795787;1367,465206;1353,007198;1438,852495;1444,771054;1551,405974;1671,419303;1612,378855;1116,727366;1010,974384;1073,936941;1431,58885;1372,527636;1503,497269;1467,608591;1599,476419;1580,783381;1721,076245;1741,934424;1794,087916;1876,798747;1717,081771;1926,050844;1784,044254;1767,047202;1683,044744;2175,133467;2187,353092;2428,903953;2623,404634;2337,616026;2603,598291;2620,908903;2723,862997;2637,117232;2658,638671;3442,715934;3491,892789;3502,593326;3860,528894;4713,885301;4499,830172;4808,664605;4682,104534;6163,215119;6223,792256;6455,015725;5607,739257;5881,791144;6208,56473
